Id,Comment,"{Aspect category,   Sentiment Polarity}",review_en
405,এতো ভালো স্বাদ এখানে কিন্তু দামটা একটু বেশি ছিলো।,"{food,   positive},  {price,   negative}",The taste is so good here but the price is a bit high.
406,শুধু স্বাদের কথা যদি বলি তাইলে আমার কাছে ভালোই লাগসে এবং তার সাথে একটা ঘড়োয়া পরিবেশের ছোয়া পেলাম রেস্টুরেন্টে।,"{food,   positive},  {ambiance,  positive}","If I talk about the taste only, I like it and with it I got a touch of homely atmosphere in the restaurant."
407,সাইড ডিশগুলা অনেক ভালো ছিলো এবং দামও অনেক কম ছিলো যা ভেবেছিলাম তার থেকে।,"{food,   positive},  {price,   positive}",The side dishes were very good and the price was much less than I expected.
408,খাবার সস্তা কিন্তু টেস্ট আমার কাছে অথেন্টিক লাগ্লো কেনো জানি।,"{price,   positive},  {food,   positive}","The food is cheap but the taste seemed authentic to me, I know why."
409,মেইন কোর্সের তুলনায় সাইড ডিশগুলাই ভালো লাগ্লো বেশি কিন্তু দাম যদিও মোটামুটি।,"{food,   positive},  {price,   neutral}",The side dishes are better than the main course but the price is reasonable.
410,মধুবন হোটেলটার পরিবেশ সাম্নের হোটেলগুলার মত কোলাহলপুর্ণ না এবং খাবারের দামও মাঝামাঝি কাতারে।,"{ambiance,  positive},  {price,   neutral}",The environment of Madhuban Hotel is not as noisy as the previous hotels and the food prices are also in the middle range.
411,মধুবনের ঝাল-ফ্রাই এর সাথে অন্য হোটেলের কোন তুলনাই নাই কিন্তু দামটা যদিও একটু বেশি।,"{food,   positive},  {price,   negative}",Madhuban's jhal-fry is not comparable to other hotels but the price is a bit higher.
412,পরিবেশ অনেক অশান্তিপুর্ণ এবং পরিচ্ছন্নতার দিকে তেমন মনোযোগ ছিলো না কর্মচারীদের।,"{ambiance,  negative},  {miscellaneous,   negative}",The environment was very chaotic and the employees did not pay much attention to cleanliness.
413,সস্তা দাম এবং হাল্কা নাস্তার জন্য এখানে অনেক বেশি অপশন দেয়া আছে।,"{price,   positive},  {miscellaneous,   positive}",There are many options here for cheap prices and light snacks.
414,ডিম-চপে ডিমের দেখা পাওয়া মুশকিল এবং সবকিছু বাজে ।,"{food,  negative},  {miscellaneous,   negative}",It's hard to find eggs in egg-chop and everything is rotten.
415,দাম বেড়ে যাওয়া এবং খাবারের পরিমান কমে যাওয়া দেখে মাথা ঘুরপাক খাচ্ছে আমার।,"{price,   negative},  {food,  negative}",Seeing the prices go up and the quantity of food go down makes my head spin.
416,যদিও এখানে দাম কম পাশের দোকানের থেকে কিন্তু স্বাদে খাবারগুলা এতো বেশি ভালো না বলে মানুষের ভিড় পাশের দোকানেই জমছে।,"{price,   positive},  {food,  negative}","Although the price here is lower than the neighboring shops, but the taste of the food is not so good, so people gather in the neighboring shops."
417,টাকা যদিও একটু বেশি খরচ করতে হয়েছে কিন্তু যে ভালো মানের সার্ভিস পেলাম তার সামনে এই টাকা কিছুই না।,"{price,   negative},  {service,   positive}","Although I had to spend a little more money, this money is nothing in front of the good quality service I got."
418,খাবারগুলা মন জয় করার মত ছিলো এবং দাম আসলে অতিরিক্ত বেশি ছিলো না।,"{food,   positive},  {price,   neutral}",The food was mouthwatering and the prices were not too high.
419,খাওয়ার সময়সীমা একদম ঠিক ছিলো এবং  মোট খরচ খুব কম প্রতিজনে।,"{miscellaneous,   positive},  {price,   positive}",The timing of the meal was just right and the total cost was very less per person.
420,মোটা মামার হোটেলের চিংড়ির দাম এবং হোটেলের পরিবেশের কথা শুনে সেখানে যাওয়ার ইচ্ছাই মন থেকে উঠে গেলো।,"{price,   negative},  {ambiance,  negative}",Hearing about the price of prawns and the atmosphere of the fat uncle's hotel made me want to go there.
421,টাকা খরচের পরিমান মোটামুটি হলেও রেস্টুরেন্টের খাবারের অবস্থা কিন্তু বেশ ভালো ছিলো।,"{price,   neutral},  {food,   positive}","Although the amount of money spent was reasonable, the condition of the restaurant's food was quite good."
422,স্ত্রীদের পছন্দের রেস্টুরেন্টের সবকিছু যদি ভালো হয় এবং বিশেষ করে সেখানে খাবারের দাম যদি কম হয় তাইলে আর কি লাগে স্বামীদের।,"{miscellaneous,   positive},  {price,   positive}","If everything is good at the wife's favorite restaurant and especially if the price of the food there is low, then what else do husbands need?"
423,সার্ভিস তুলনামুলক খারাপ ছিলো কিন্তু খাবারের মান সেটা পুষিয়ে দিয়েছে।,"{service,   negative},  {food,   positive}",The service was relatively poor but the quality of the food made up for it.
424,খাবারের মান সেরা না হলেও এবং পরিবেশের দিক থেকে  অতটা বাজেও ছিলো না রেস্টুরেন্টটা।,"{food,   neutral},  {ambiance,  neutral}",Although the quality of the food was not the best and the environment was not that bad.
425,অতিরিক্ত জোস পরিবেশ এবং খাবারের মানও অস্থির।,"{ambiance,  positive},  {food,   positive}",The extra jos atmosphere and food quality is also unstable.
426,এখানে খাবারের স্বাদটা একটু ভালো কিন্তু আর কোনকিছু একদম কাস্টমার-ফ্রেন্ডলি না।,"{food,   positive},  {miscellaneous,   negative}",The food here tastes a little better but nothing else is quite customer-friendly.
427,খাবারগুলোর দামও মাঝারি এবং স্বাদও মাঝারি ।,"{price,   neutral},  {food,   neutral}",The price of the food is moderate and the taste is also moderate.
428,রেস্টুরেন্টটাকে এতো ভালোভাবে সাজানো হয়েছে যে বলে বুঝাতে পারবো না এবং খাবারের কোয়ালিটি যা ভেবেছিলাম তার থেকে অনেক ভালো ছিলো।,"{ambiance,   positive},  {food,   positive}",The restaurant is well decorated beyond words and the quality of the food was much better than I expected.
429,বিদেশী গ্রাহকরাও বল্লো যে তাদের কাছের খাবারের স্বাদ একদম অথেন্টিক লেগেছে এবং তারা ওয়েটারদের আচরনেও খুশি হয়েছে অনেক।,"{food,   positive},  {service,   positive}",Foreign customers also said that the food tasted very authentic to them and they were also very happy with the behavior of the waiters.
430,এতো বেশি গ্রাহকদের কিভাবে রেস্টুরেন্টের কর্মচারীরা সাম্লে নিলো বুঝে পাচ্ছি না এবং বেশি মানুষ হওয়া সত্ত্বেও রেস্টুরেন্টের পরিবেশ অনেক শান্ত ছিলো।,"{service,   positive},  {ambiance,  positive}",I don't understand how the staff of the restaurant handled so many customers and the atmosphere of the restaurant was very quiet even though there were many people.
431,মানুষকে খাবারের স্বাদে এবং দামে কিভাবে ঠকাতে হয় তা এই রেস্টুরেন্ট থেকে শেখা উচিত।,"{food,  negative},  {price,   negative}",People should learn from this restaurant how to cheat people on food taste and price.
432,ওয়েটারদের ডেকেও খুজে পাওয়া যাচ্ছিলো না আশেপাশে এবং আমাদেরকে ঠান্ডা খাবার সার্ভ করা হয়েছিলো।,"{service,   negative},  {food,  negative}",Waiters were nowhere to be found and we were served cold food.
433,খাবারের স্বাদও ভালো লাগ্লো না এবং দামও ভালো লাগ্লো না।,"{food,  negative},  {price,   negative}",The taste of the food was not good and the price was also not good.
434,খুবই অল্প টাকা খরচ করলাম কিন্তু অমৃত খাবার খেলাম মনে হচ্ছে।,"{price,   positive},  {food,   positive}",I spent very little money but it seems like I am eating nectar.
435,অবশেষে যা বল্বো তা হলো কাকলী ফার্নিচারের মত এই রেস্টুরেন্টের খাবারও দামে কম এবং মানে ভালো।,"{price,   positive},  {food,   positive}","Finally what I can say is that like Kakali Furniture, the food in this restaurant is also low in price and good in quality."
436,লাচ্চিতে মিষ্টি বলতে কিছুই ছিলো না এবং দামও অনেক বাজে।,"{food,  negative},  {price,   negative}",There was nothing sweet about Lachchi and the price was too expensive.
437,নাচোসের জন্য লাইনে দাঁড়িয়ে থাকতে থাকতে কাহিল হয়ে গিয়েছি কিন্তু অবশেষে যখন খেতে পেলাম তখন হতাশা দুর হয়ে গেলো।,"{service,   negative},  {food,   positive}","Waiting in line for nachos made me cringe, but when I finally got to eat, the frustration was gone."
438,খাবারের স্বাদ অনেক বাজে এবং সার্ভিসের পুরাই বারোটা বাজিয়ে দিয়েছে রেস্টুরেন্টটা।,"{food,  negative},  {service,   negative}",The taste of the food is very bad and the service is full of twelve bells in the restaurant.
439,যতটা উচু মানের খাবার ভেবেছিলাম ততটা ভালো ছিলো না খাবারটা এক কথায় সাধারন স্বাদ কিন্তু দাম একদম সস্তা ছিলো না।,"{food,   neutral},  {price,   negative}",The food was not as good as I thought it was high quality food in a word the taste was normal but the price was not cheap at all.
440,না আছে পরিবেশ এবং না আছে সার্ভিস।,"{ambiance,  negative},  {service,   negative}",No environment and no service.
441,বাসায় রান্না করা খাবারও এই রেস্টুরেন্ট থেকে ভালো এবং বাসায় এতোক্ষন অপেক্ষাও করা লাগতো না।,"{food,  negative},  {service,   negative}",Home cooked food is better than this restaurant and you don't have to wait so long at home.
442,"রেস্টুরেন্টের বয়স অনেক বেশি হলেও,  নিজেদের পরিবেশ আগের মতই ভালো রাখতে পেরেছে।","{miscellaneous,   positive}, {ambiance,  negative}","Although the restaurant is very old, it has managed to keep its atmosphere as good as before."
443,রেস্টুরেন্টের বয়স অনেক বেশি হলেও এটি খাবারের মান  ভালো রাখতে পেরেছে।,"{food,   positive},  {ambiance,  positive}","Although the restaurant is very old, it has managed to maintain the quality of the food."
444,করিম মামার খিচুরিটা একটু পাতলা হয় যেজন্য স্বাদ একটু ভিন্ন এবং দামও অতটা বেশি না মাত্র ২৫ টা।,"{food,   positive},  {price,   positive}",Karim Mama's khichuri is a little thinner so the taste is a little different and the price is not that high at just 25.
445,এই রেস্টুরেন্টটি নিজেদের খাবারের স্বাদ এবং সার্ভিস দিয়ে আশেপাশের সব রেস্টুরেন্টগুলা ব্যবসা বন্ধ করিয়ে দিবে যা মনে হচ্ছে।,"{food,   positive},  {service,   positive}",This restaurant seems to put all the nearby restaurants out of business with its food taste and service.
446,কারন একদম সেই আগের মত অমৃত স্বাদ কিন্তু দাম যদিও আগে থেকে অনেক বেড়ে গেছে।,"{food,   positive},  {price,   negative}",Because the taste of nectar is the same as before but the price has increased a lot.
447,ভুতের আড্ডা রেস্টুরেন্টের পরিবেশটাই একটু আলাদা অন্যান্য জায়গা থেকে এবং দামও তার সাথে সাথে অনেক বেশি।,"{ambiance,  positive},  {price,   negative}",The ambiance of Bhoot Adda Restaurant is a bit different from other places and the prices are also high.
448,ভুতের আড্ডাতে যে ভুতুরে নাটকটি কিছু সময় পর পর করা হয় সেটিই গ্রাহকদের বেশি আকৃষ্ট করে এবং সেখানে খাবারের মানও ভালো।,"{miscellaneous,   positive},  {food,   positive}",The ghost play that is performed every now and then in Bhoot Adda attracts more customers and the quality of food is also good there.
449,এক কথায় যেকোনো রকম মিটিং এর জন্য সেরা জায়গা এবং কাস্টমারদের সাথে ব্যবহারও অনেক ভালো।,"{miscellaneous,  positive},  {service,   positive}","In short, the best place for any type of meeting and the experience with customers is also very good."
450,ওয়েটারদের সার্ভিসে বেশি খুশি হতে পারলাম না কিন্তু খাবারের স্বাদ আমাকে সন্তুষ্ট করলো।,"{service,   negative},   {food,   positive}",Couldn't be more happy with the waiters service but the taste of the food satisfied me.
451,প্রচুর ভালো খাবার কিন্তু রেস্টুরেন্টের লোকেশনটা আরেকটু ভালো দেখে বাছাই করা উচিত ছিলো।,"{food,   positive},  {miscellaneous,   negative}",Very good food but the location of the restaurant should have been chosen better.
452,রেস্টুরেন্টে ঢুকে একটা আলাদা রকমের পরিবেশ পেলাম এবং সাথে পেলাম ভালো মানের খাবারও।,"{ambiance,  positive},  {food,   positive}","Entering the restaurant, I got a different atmosphere and also got good quality food."
453,বিদেশী রাধুনীদের দিয়ে রান্না করানো হচ্ছে এই রেস্টুরেন্টে এবং তাই খাবারের দাম একটু বেশি।,"{miscellaneous,   positive},  {price,   negative}",This restaurant is being cooked by foreign cooks and hence the price of the food is a bit high.
454,বাচ্চাদের সাথে খেলা করার জন্য আলাদা কর্মচারী আছে এই রেস্টুরেন্টে এবং এতো বেশি সুবিধা দেয়া সত্ত্বেও এখানে খাবারের দাম মোটামুটি।,"{service,   positive},  {price,   neutral}",There is a separate staff to play with the kids in this restaurant and despite all the facilities the food here is reasonably priced.
455,খাবারের মান এবং গ্রাহকদের খুশি করার ব্যাপারে এতো বেশি সচেতন বলেই রেস্টুরেন্টটা সবসময় ভড়পুর থাকে গ্রাহকে।,"{food,   positive},  {service,   positive}",The restaurant is always full of customers because it is so conscious about food quality and customer satisfaction.
456,খাবারের মান এবং উনাদের সার্ভিস এতো বেশি বদলে গেছে যে আমি খুশি না হয়ে পারছি না।,"{food,   positive},  {service,   positive}",The quality of food and their service has changed so much that I can't help but be happy.
457,রেস্টুরেন্টের ডেকোরেশন খুবই সাধারন কিন্তু কেনো জানি এই ব্যাপারটি এখানের পরিবেশকে সুন্দর করে তুলেছে।,"{miscellaneous,   neutral},  {ambiance,  positive}",The decoration of the restaurant is very simple but I know why this thing has made the atmosphere here beautiful.
458,রেস্টুরেন্টের কোন এসি কাজ করছে না এবং খাবারের জন্যও অনেক্ষন ধরে অপেক্ষা করতে করতে সব গ্রাহকদেরই মেজাজ খারাপ হয়ে গেছে।,"{ambiance,  negative},  {service,   negative}",The AC in the restaurant is not working and all the customers are in a bad mood as they wait for a long time for the food.
459,সার্ভিস ভালো ছিলো কিন্তু ওয়েটারগুলোকে আমার বেশি ওভার-ফ্রেন্ডলি লেগেছে।,"{service,   positive},  {miscellaneous,   negative}",Service was good but I found the waiters to be over-friendly.
460,হেব্বি মজা হইসে খাবারগুলা এবং অন্য রেস্টুরেন্টের পরিবেশের এখানের ধারে কাছেও নেই।,"{food,   positive},  {ambiance,  positive}",The food and ambiance of other restaurants are not even close to this one.
461,মাছের প্রতি ভালোবাসা তৈরি করে দিলো এই রেস্টুরেন্টের খাবার আমার মনে কিন্তু দামটা অতিরিক্ত বেশি।,"{food,   positive},  {price,   negative}",The food of this restaurant created a love for fish in my mind but the price is too high.
462,খাবারের দাম অনেক বেশি বেড়ে গেছে এবং এরজন্য রেস্টুরেন্টের জনপ্রিয়তা আর আগের মত নেই।,"{price,   negative},  {miscellaneous,   negative}",Food prices have gone up a lot and because of this the popularity of restaurants is not what it used to be.
463,পেটের আগে মন ভড়ে গেলো খাবারটা খেয়ে কিন্তু অনেক টাকা গুনা লেগেছে যদিও।,"{food,   positive},  {price,   negative}",The mind was full before the stomach by eating the food but it cost a lot of money.
464,ডামপ্লিং এর বাইরের লেয়ারটা অনেক বেশ মোটা ও টেস্টি ছিলো খেয়ে এবং খুব বেশিক্ষন অপেক্ষাও করতে হয়নি খাবারের জন্য।,"{food,   positive},  {service,   positive}",The outer layer of the dumpling was very thick and tasty to eat and did not have to wait too long for the food.
465,মেন্যুতে বেশি অপশন নেই যা বেশিরভাগ গ্রাহকদের অপছন্দের ব্যাপের এই রেস্টুরেন্ট নিয়ে কিন্তু যা খাবার আছে সেগুলো সবই অনেক সুস্বাদু।,"{miscellaneous,   negative},  {food,   positive}",There aren't many options on the menu which is what most customers dislike about this restaurant but the food they do have is very tasty.
466,ব্যবসায়ী হিসেবে এটা বলতে পারি যে রেস্টুরেন্টের বিজনেস পলিসি এবং খাবারের মান আমার অনেক পছন্দ হয়েছে।,"{miscellaneous,   positive},  {food,   positive}",As a businessman I can say that I liked the restaurant's business policy and food quality.
467,দাম কম রেখেছে কিন্তু ফালুদাতে অনেক বেশি ফলের মিশ্রন দিয়েছে তারা।,"{price,   positive},  {food,   positive}",They have kept the price low but they have mixed a lot of fruits in Faluda.
468,স্বাদেই বুঝা যাচ্ছে আসল মাতৃভান্ডারের রসমালাই এবং দামও বেশ রিসোনেবল।,"{food,   positive},  {price,   positive}",The taste shows the original mother's stock rasmalai and the price is very reasonable.
469,লজ্জা থাকলে আর আসছি না এই রেস্টুরেন্টে এতো বাজে খাবার আর সার্ভিসের আবার অভিজ্ঞতা নিতে।,"{food,  negative},  {service,   negative}","If I am ashamed, I will not come to this restaurant to experience such bad food and service again."
470,বুমার্স ক্যাফেতে খাবারের দাম এতো বেশি কিন্তু খাবারের পরিমান দেখে মন খারাপ হয়ে গেলো।,"{price,   negative},  {food,  negative}",The price of food at Boomer's Cafe is so high but the quantity of food is disappointing.
471,সার্ভিস যতই ভালো দেয়া হোক না কেনো এই রেস্টুরেন্ট কিন্তু খাবারের পরিমানে অনেক চুরি করেছে এরা।,"{service,   positive},  {food,  negative}","No matter how good the service is, this restaurant has stolen a lot of food."
472,তারা ধীরস্থিরভাবে সার্ভিস দিচ্ছে কিন্তু তবুও গ্রাহকদের চাহিদার ব্যাপারে খেয়াল রাখছে।,"{service,   negative},  {miscellaneous,   positive}",They are providing slow service but still taking care of customer needs.
473,প্রথমে খাবারের দাম দেখে মন খারাপ হলো এবং তারপর খাবার খাওয়ার পর আরো বেশি মন খারাপ হয়ে গেলো।,"{price,   negative},  {food,  negative}",First I was upset by the price of the food and then after eating the food I was even more upset.
474,এই রেস্টুরেন্টের খাবারের কোয়ালিটি এবং সার্ভিসের ব্যাপারে অভিযোগ করার কোন সুযোগই নেই।,"{food,   positive},  {service,   positive}",There is no room to complain about the food quality and service of this restaurant.
475,স্বাদে অসাধারন ছিলো প্রতিটা আইটেম এবং উনাদের কাজের ধরনও অন্যান্য জায়গা থেকে ভালো ছিলো।,"{food,   positive},  {service,   positive}",Every item tasted amazing and their workmanship was better than other places.
476,অনেক বেশি টাকা খরচ করলাম কিন্তু কপালে কুখাদ্যই জুটলো।,"{price,   negative},  {food,  negative}",I spent a lot of money but I got bad food.
477,রেস্টুরেন্টের পরিবেশ এবং সার্ভিস দুটোতেই কোন নাম্বার কাটতে পারলাম না।,"{ambiance,  positive},  {service,   positive}",I could not cut any numbers in the environment and service of the restaurant.
478,স্টেক কিভাবে রান্না করতে হয় এদের থেকে শিখা দরকার সব রেস্টুরেন্টের এবং সাথে খুবই মনোমুগ্ধকর পরিবেশ।,"{food,   positive},  {ambiance,  positive}",All restaurants need to learn how to cook steak from them and have a very charming atmosphere.
479,সব ওয়েটার খুব ভালো করে জানে যে মেন্যুতে কি আছে এবং রেস্টুরেন্টটা খুব ভালো একটা পরিবেশ উপহার দিতে পেরেছে গ্রাহকদের।,"{service,   positive},  {ambiance,  positive}",All the waiters know very well what is on the menu and the restaurant has managed to offer a very good atmosphere to the customers.
480,রেস্টুরেন্টে বসতেই আমাদের স্বাগতমের জন্য ড্রিংক্স দিয়েছেন তারা যেটা আমার অনেক ভালো লাগসে এবং উনাদের বাকি সার্ভিসও অনেক ভালো ছিলো।,"{miscellaneous,   positive},  {service,   positive}",They gave us welcome drinks as soon as we sat in the restaurant which I like very much and the rest of their service was also very good.
481,কম দামের আইটেম অর্ডার করলে ওয়েটারদের ব্যবহার ভালো থেকে খারাপ হয়ে যায় এবং বেশিরভাগ খাবারের দামই অনেক বেশি মনে হলো।,"{service,   negative},  {price,   negative}",Ordering lower priced items made the waiters experience worse and most of the food seemed overpriced.
482,স্টেকের ভিতরের রঙ একদম গোলাপী পেয়ে মনটা খুশি হয়ে গেলো এবং সার্ভারদের ব্যবহারও অনেক নম্র ছিলো।,"{food,   positive},  {service,   positive}",The inside of the steak was very pink and the servers were very polite.
483,মেজবানি-হালিমের স্বাদ ও পরিমানের উপর আমরা সবাই ক্রাশ খেয়ে গেছি এবং দামও অল্পই ছিলো।,"{food,   positive},  {price,   positive}",We were all crushed by the taste and quantity of Mejbani-Haleem and the price was also low.
484,দামটা হয়তো বেশি কিন্তু বিশ্বাস করুন আপ্নারা সবাই এটা খেলে আর অন্যকিছু একদম ভালো লাগবে না।,"{price,   negative},  {food,   positive}",The price may be high but believe me you all play it and you won't like anything else.
485,ব্যাপারটা আমার পছন্দ হয়নি এবং খাবারের দামও ভ্যাট মিলিয়ে অনেক বেশি ছিলো।,"{miscellaneous,   negative},  {price,   negative}",I didn't like it and the food was too expensive including VAT.
486,ফ্রাইড চিকেনটা একটু এদিক সেদিক হয় নাই এবং দামও অনেক কম বাকি রেস্টুরেন্ট থেকে।,"{food,   positive},  {price,   positive}",The fried chicken is a bit different and the price is much lower than other restaurants.
487,তাদের স্পেশালিটি হলো মাশরুম স্যুপ তা আমি খেয়েই বুঝতে পারছি এবং দামেও অনেক রিসোনেবল ছিলো আইটেমটা।,"{food,   positive},  {price,   positive}","Their specialty is mushroom soup, I can tell by eating it and the price of the item was very reasonable."
488,ফ্রাইড রাইস খেলাম কি বিশ্রী এবং অন্য সবকিছুও বেশি পছন্দ হলো না আমাদের কারোরই।,"{food,  negative},  {miscellaneous,   negative}",None of us liked the fried rice khelam ki vishiri and everything else.
489,"মালাই , বাদাম দিয়ে চা খাওয়ার প্রথম অভিজ্ঞতাটা খুবই চমৎকার ছিলো এবং  দাম অনেক কম চায়ের।","{food,   positive},  {price,   positive}","The first experience of tea with malai, almonds was very good and the price of tea is very low."
490,ময়না মামার স্পেশাল হালিমে মাংসের পরিমান যথেষ্ট ছিলো এবং দামও ১০০ টাকার নিচেই।,"{food,   positive},  {price,   positive}",Maina Mama's special halim had enough meat and the price was under 100 rupees.
491,হালিম বানানোর আইডিয়াটা ইউনিক কিন্তু আমার কাছে স্বাদ বেশি ভালো লাগে নাই।,"{miscellaneous,   positive},  {food,  negative}",The idea of ​​making haleem is unique but I don't like the taste much.
492,হালিমটা একদম কড়া কিন্তু পরিচ্ছন্নতার দিকটা আমার অপছন্দ ছিলো।,"{food,   positive},  {ambiance,  negative}",Halim is very strict but I disliked the cleanliness aspect.
493,যে এতো ভালো পরিবেষন হতে পারে আজকে এই রেস্টুরেন্টে প্রথম দেখলাম এবং দামও মোটামুটি রেঞ্জের ভিতরেই।,"{food,   positive},  {price,   neutral}",Today is the first time I saw this restaurant that the environment can be so good and the price is quite within the range.
494,পানির দরে উপমা বিক্রি করছেন উনারা ঠিকই কিন্তু তাতে বাদামের তেমন নিশান পেলাম না আমি।,"{price,   positive},  {food,  negative}","They are selling Upma at the price of water, but I didn't find any sign of nuts in it."
495,মামার পানের দোকানটা অনেক রঙিন লাগছে দেখতে এবং উনার পান বানানোর দ্রুততা দেখে আমরা সবাই মুগ্ধ হয়েছি।,"{miscellaneous,   positive},  {service,   positive}",Uncle's paan shop looks very colorful and we are all impressed by the speed of his paan making.
496,খাবারের গন্ধই রুচিহীন এবং পারলে এতো বেশি টাকা যে বিল দিলাম সেগুলা ফেরত নিতাম।,"{food,  negative},  {price,   negative}",The smell of the food is tasteless and if I could I would take back the bill that I paid so much.
497,ফুচকার সাইজ ছোট এবং তাই দামটা আমার কাছে ঠিকই লাগছে।,"{food,   negative},  {price,   positive}",The size of the bag is small and hence the price is right for me.
498,যে কাবাবটা অনেক বেশি টেস্টি লাগছে এবং দামও অন্যান্য রেস্টুরেন্টের মতই মোটামুটি।,"{food,   positive},  {price,   neutral}",The kebab looks very tasty and the price is similar to other restaurants.
499,এই রেস্টুরেন্টের বিফ কাবাবটা একটা মাস্ট ট্রাই আইটেম এবং উনাদের সার্ভিসের মান ও গতি অনেক ভালো।,"{food,   positive},  {service,   positive}",The beef kebab of this restaurant is a must try item and their service quality and speed is very good.
500,চিকেন-বল গুলার পরিবেষন অনেক ভালো ছিলো কিন্তু স্বাদ ততটা ভালো ছিলো না।,"{service,   positive},  {food,  negative}",The chicken-balls had a good texture but the taste was not that good.
501,আর এমনিতে রাজহাসের মাংস অত পছন্দের না আমার। তবে এইটা ভালো।,"{food,   negative},  {food,   positive}",And I don't like the meat of Rajhas so much. But this is good.
502,পিজ্জা এর দামটা অনেক বেশি কিন্তু স্বাদ ভালো ছিলো যদিও।,"{price, negative}, {food, positive}",The price of the pizza was high but the taste was good though.
503,মোটামোটি কম দাম সবকিছুর এবং রেস্তোরার পরিবেশও ভালো।,"{price, positive}, {ambiance, positive}",Everything is reasonably priced and the ambiance of the restaurant is also good.
504,খাবারে ঝালের পরিমান বেশি বাজে ছিলো এবং বাচ্চাদের জন্য পরিবেশটা ভালো ছিলো না।,"{food, negative}, {ambiance, negative}",The amount of salt in the food was too bad and the environment was not good for children.
505,খাবারগুলোর বাশি ছিলো কিন্তু তবুও বেশি দাম দেয়া লাগ্লো আমাদের।,"{food, negative}, {price, negative}",The food was good but still we felt overcharged.
506,খাবারের পরিমান অনেক বেশি এবং দামও সাধ্যের মাঝে।,"{food, positive}, {price, positive}",The food is plentiful and the prices are affordable.
507,খাবারের স্বাদে অনেক বেশি বৈচিত্রতা আছে এবং কর্মচারীদের ব্যবহারও অনেক ভালো ছিলো।,"{food, positive}, {service, positive}",There is a lot of variety in the taste of the food and the behavior of the staff was also very good.
508,বন্ধুদের সাথে এতো ভালো স্বাদের খাবার অনেক দিন পর খেতে পারলাম এবং উনাদের সার্ভিসও অসাধারন ছিলো।,"{food, positive}, {service, positive}",I could eat such good tasting food with my friends after a long time and their service was also amazing.
509,খাবারের পরিবেশনা অনেক ভালো এবং উনাদের পরিবেশ বাজে ছিলো।,"{service, positive}, {ambiance, negative}",Food service is very good and their atmosphere is bad.
510,এতো বাজে খাবার কিভাবে চলে বুঝতে পারছি না এবং দামও অনেক বেশি।,"{food, negative}, {price, negative}",I don't understand how the food is so bad and the price is too high.
511,বাকি জায়গা থেকে খাবারের দাম একটু কম এখানে এবং পরিচ্ছন্নতাও অনেক ভালো।,"{price, positive}, {service, positive}",Food prices are a little lower than other places and cleanliness is also very good.
512,বিরিয়ানির দাম কম ঠিকই কিন্তু সাথে সাথে মাংসের পরিমানও কম।,"{price, positive}, {food, negative}",Biryani is cheap but at the same time the quantity of meat is also less.
513,খাবারের মান সাধারন ছিলো কিন্তু দাম অনেক বেশি ছিলো।,"{food, neutral}, {price, negative}",The quality of the food was average but the prices were high.
514,মিষ্টিগুলা অনেক জঘন্য ছিলো এবং উনাদের ব্যবহারও আমার খারাপ লেগেছে।,"{food, negative}, {service, negative}",The sweets were disgusting and I hated their use.
515,খাবার স্বাদ এতো ভালো ছিলো মন খুশি হয়ে গেলো এবং ভালো ব্যবহারের জন্য বকশিসও দিয়ে ছিলাম উনাদের।,"{food, positive}, {service, positive}",The food tasted so good that I was happy and I was giving them gratuity for good use.
516,কর্মচারীরা রুক্ষ ছিলো এবং খাবারের দামও আকাশ্চুম্বী ছিলো।,"{service, negative}, {price, negative}",The staff were rude and the food prices were sky high.
517,দামের প্রখরতা অনেক বেশি কিন্তু স্বাদে ভালো যদিও।,"{price, negative}, {food, positive}",The price is steep but the taste is good.
518,অনেক কষ্টে ভালো মানের রেস্তোরা পাওয়া গেলো এবং দামও মোটামুটি।,"{ambiance, positive}, {price, neutral}",Hard to find a good quality restaurant and the price is fair.
519,আজকের সময়ে এতো কম দাম খাবারের বিশ্বাস হচ্ছে না এবং পরিবেশও ভালো রেস্তোরার।,"{price, positive}, {ambiance, positive}","In today's time, you can't believe the low price of the food and the atmosphere of the restaurant is also good."
520,শুধু শুধু সময় নষ্ট করলাম কারন খাবারের মান ভালো ছিলো না এবং পরিবেশও আমার পছন্দ হয়নি।,"{food, negative}, {ambiance, negative}",Just wasted my time because the quality of food was not good and I didn't like the environment.
521,অনেক বেশি আইটেম আছে খাবারের এবং দামও আয়ত্তের মাঝে যেটা ভালো।,"{food, positive}, {price, positive}",There are many items of food and the prices are also within the range which is good.
522,খুব কম সময়ে সার্ভিস পেয়ে ভালো লাগ্লো কিন্তু বেশি দামের জন্য খারাপ লেগেছে রেস্তোরাটা।,"{service, positive}, {price, negative}",It was good to get the service in a very short time but the restaurant felt bad for the high price.
523,কর্মচারীদের মাঝে অস্থিরতা দেখা যাচ্ছিলো যেটা বাজে এবং পরিবেশও আমার বাজে লেগেছে।,"{service, negative}, {ambiance, negative}",There was unrest among the employees which was bad and the atmosphere was bad for me.
524,ব্যক্তিগতভাবে আমার রেস্তোরার পরিবেশ বেশ ভালো লেগেছে কিন্তু খাবারের স্বাদ খারাপ বল্বো।,"{ambiance, positive}, {food, negative}",Personally I like the atmosphere of the restaurant but the taste of the food is bad.
